,desc,trans,origin,engine,price
7238,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7239,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7240,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7241,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7242,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7243,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7244,2000 Lexus RX,automatic,foreign,petrol,2000000
7245,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7246,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7247,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7248,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7249,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7250,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7251,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7252,2015 Toyota Camry,automatic,foreign,petrol,5700000
7253,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7254,2008 Honda CR-V,automatic,foreign,petrol,2800000
7255,2005 Volkswagen LT,,foreign,diesel,2500000
7256,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7257,2013 Toyota Venza,automatic,foreign,petrol,5000000
7258,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7259,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7260,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7261,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7262,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7263,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7264,2000 Lexus RX,automatic,foreign,petrol,2000000
7265,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7266,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7267,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7268,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7269,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7270,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7271,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7272,2015 Toyota Camry,automatic,foreign,petrol,5700000
7273,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7274,2008 Honda CR-V,automatic,foreign,petrol,2800000
7275,2005 Volkswagen LT,,foreign,diesel,2500000
7276,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7277,2013 Toyota Venza,automatic,foreign,petrol,5000000
7278,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7279,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7280,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7281,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7282,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7283,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7284,2000 Lexus RX,automatic,foreign,petrol,2000000
7285,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7286,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7287,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7288,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7289,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7290,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7291,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7292,2015 Toyota Camry,automatic,foreign,petrol,5700000
7293,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7294,2008 Honda CR-V,automatic,foreign,petrol,2800000
7295,2005 Volkswagen LT,,foreign,diesel,2500000
7296,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7297,2013 Toyota Venza,automatic,foreign,petrol,5000000
7298,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7299,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7300,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7301,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7302,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7303,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7304,2000 Lexus RX,automatic,foreign,petrol,2000000
7305,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7306,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7307,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7308,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7309,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7310,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7311,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7312,2015 Toyota Camry,automatic,foreign,petrol,5700000
7313,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7314,2008 Honda CR-V,automatic,foreign,petrol,2800000
7315,2005 Volkswagen LT,,foreign,diesel,2500000
7316,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7317,2013 Toyota Venza,automatic,foreign,petrol,5000000
7318,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7319,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7320,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7321,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7322,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7323,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7324,2000 Lexus RX,automatic,foreign,petrol,2000000
7325,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7326,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7327,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7328,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7329,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7330,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7331,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7332,2015 Toyota Camry,automatic,foreign,petrol,5700000
7333,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7334,2008 Honda CR-V,automatic,foreign,petrol,2800000
7335,2005 Volkswagen LT,,foreign,diesel,2500000
7336,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7337,2013 Toyota Venza,automatic,foreign,petrol,5000000
7338,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7339,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7340,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7341,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7342,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7343,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7344,2000 Lexus RX,automatic,foreign,petrol,2000000
7345,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7346,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7347,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7348,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7349,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7350,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7351,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7352,2015 Toyota Camry,automatic,foreign,petrol,5700000
7353,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7354,2008 Honda CR-V,automatic,foreign,petrol,2800000
7355,2005 Volkswagen LT,,foreign,diesel,2500000
7356,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7357,2013 Toyota Venza,automatic,foreign,petrol,5000000
7358,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7359,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7360,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7361,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7362,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7363,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7364,2000 Lexus RX,automatic,foreign,petrol,2000000
7365,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7366,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7367,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7368,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7369,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7370,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7371,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7372,2015 Toyota Camry,automatic,foreign,petrol,5700000
7373,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7374,2008 Honda CR-V,automatic,foreign,petrol,2800000
7375,2005 Volkswagen LT,,foreign,diesel,2500000
7376,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7377,2013 Toyota Venza,automatic,foreign,petrol,5000000
7378,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7379,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7380,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7381,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7382,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7383,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7384,2000 Lexus RX,automatic,foreign,petrol,2000000
7385,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7386,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7387,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7388,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7389,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7390,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7391,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7392,2015 Toyota Camry,automatic,foreign,petrol,5700000
7393,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7394,2008 Honda CR-V,automatic,foreign,petrol,2800000
7395,2005 Volkswagen LT,,foreign,diesel,2500000
7396,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7397,2013 Toyota Venza,automatic,foreign,petrol,5000000
7398,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7399,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7400,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7401,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7402,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7403,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7404,2000 Lexus RX,automatic,foreign,petrol,2000000
7405,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7406,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7407,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7408,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7409,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7410,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7411,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7412,2015 Toyota Camry,automatic,foreign,petrol,5700000
7413,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7414,2008 Honda CR-V,automatic,foreign,petrol,2800000
7415,2005 Volkswagen LT,,foreign,diesel,2500000
7416,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7417,2013 Toyota Venza,automatic,foreign,petrol,5000000
7418,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7419,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7420,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7421,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7422,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7423,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7424,2000 Lexus RX,automatic,foreign,petrol,2000000
7425,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7426,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7427,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7428,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7429,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7430,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7431,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7432,2015 Toyota Camry,automatic,foreign,petrol,5700000
7433,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7434,2008 Honda CR-V,automatic,foreign,petrol,2800000
7435,2005 Volkswagen LT,,foreign,diesel,2500000
7436,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7437,2013 Toyota Venza,automatic,foreign,petrol,5000000
7438,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7439,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7440,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7441,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7442,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7443,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7444,2000 Lexus RX,automatic,foreign,petrol,2000000
7445,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7446,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7447,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7448,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7449,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7450,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7451,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7452,2015 Toyota Camry,automatic,foreign,petrol,5700000
7453,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7454,2008 Honda CR-V,automatic,foreign,petrol,2800000
7455,2005 Volkswagen LT,,foreign,diesel,2500000
7456,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7457,2013 Toyota Venza,automatic,foreign,petrol,5000000
7458,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7459,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7460,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7461,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7462,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7463,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7464,2000 Lexus RX,automatic,foreign,petrol,2000000
7465,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7466,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7467,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7468,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7469,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7470,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7471,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7472,2015 Toyota Camry,automatic,foreign,petrol,5700000
7473,2008  Lexus ES 350,automatic,foreign,petrol,3000000
7474,2008 Honda CR-V,automatic,foreign,petrol,2800000
7475,2005 Volkswagen LT,,foreign,diesel,2500000
7476,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7477,2013 Toyota Venza,automatic,foreign,petrol,5000000
7478,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7479,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7480,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7481,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7482,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7483,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7484,2000 Lexus RX,automatic,foreign,petrol,2000000
7485,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7486,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7487,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7488,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7489,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7490,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7491,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7492,2015 Toyota Camry,automatic,foreign,petrol,5700000
7493,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7494,2008 Honda CR-V,automatic,foreign,petrol,2800000
7495,2005 Volkswagen LT,,foreign,diesel,2500000
7496,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7497,2013 Toyota Venza,automatic,foreign,petrol,5000000
7498,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7499,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7500,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7501,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7502,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7503,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7504,2000 Lexus RX,automatic,foreign,petrol,2000000
7505,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7506,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7507,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7508,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7509,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7510,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7511,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7512,2015 Toyota Camry,automatic,foreign,petrol,5700000
7513,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7514,2008 Honda CR-V,automatic,foreign,petrol,2800000
7515,2005 Volkswagen LT,,foreign,diesel,2500000
7516,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7517,2013 Toyota Venza,automatic,foreign,petrol,5000000
7518,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7519,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7520,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7521,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7522,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7523,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7524,2000 Lexus RX,automatic,foreign,petrol,2000000
7525,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7526,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7527,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7528,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7529,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7530,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7531,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7532,2015 Toyota Camry,automatic,foreign,petrol,5700000
7533,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7534,2008 Honda CR-V,automatic,foreign,petrol,2800000
7535,2005 Volkswagen LT,,foreign,diesel,2500000
7536,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7537,2013 Toyota Venza,automatic,foreign,petrol,5000000
7538,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7539,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7540,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7541,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7542,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7543,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7544,2000 Lexus RX,automatic,foreign,petrol,2000000
